형석고등학교,36.792792,127.593587
대성베르힐,36.788662,127.589708
삼일아파트,36.786032,127.587823
증평우체국,36.784154,127.581837
상하수도사업소,36.781607,127.578518
증평여중,36.778462,127.577512
초중리.택지개발,36.777218,127.574018
초중리.한삼인,36.774943,127.572888
초중리.한라비발디,36.776036,127.569529
옥수리1,36.775464,127.566783
옥수리2,36.773859,127.567326
북이초등학교,36.760769,127.556666
내추,36.75513,127.549785
"현암,금암",36.752038,127.549056
내추2리,36.749844,127.548398
북이면장재리,36.747057,127.54738
현암,36.747031,127.547327
북이면사무소,36.739436,127.542372
신기리,36.733861,127.542042
내수리,36.730483,127.540247
내수,36.725543,127.534987
내수읍주공아파트,36.723437,127.533604
진흥아파트,36.720841,127.536028
진흥2차아파트,36.718856,127.537145
도원리,36.714057,127.536694
덕일한마음아파트,36.707007,127.526642
은곡1구,36.701146,127.525714
묵방,36.686133,127.520858
구성2리,36.691116,127.5151
구성리,36.687439,127.510392
강당말,36.682699,127.50363
수름재,36.679829,127.498995
반송말,36.676859,127.496919
주중동,36.673556,127.496193
마로나에공원,36.671601,127.496028
신흥고등학교,36.667265,127.49355
동양일보,36.665174,127.493607
내덕자연시장,36.663055,127.486857
문화산업단지,36.655529,127.488664
청주대학교,36.650645,127.489176
우암초등학교,36.648092,127.489148
시청,36.64203,127.488629
상당공원,36.638274,127.490085
지하상가,36.636821,127.488589
사직사거리,36.635746,127.47829
시계탑,36.63551,127.467614
중앙여고,36.635004,127.463717
사창사거리,36.634827,127.461147
청주고등학교,36.634586,127.456832
충북대학교입구,36.634598,127.452347
산업단지입구,36.634073,127.448929
복대가경시장,36.630196,127.441085
서부소방서,36.627607,127.436584
고속.시외버스터미널,36.626109,127.432239
하나병원,36.624517,127.431064
가로수마을휴먼시아,36.62123,127.43326
MBC,36.61949,127.434676
홍골,36.617484,127.436371
가경주공6단지,36.615512,127.438045
죽림동사거리,36.612915,127.440156
가경주공4단지,36.610585,127.442479
하나노인병원,36.609309,127.442073
대산마을,36.607096,127.441183
석판,36.601491,127.44062
