동부종점,36.626395,127.517503
금천배수지,36.625824,127.515822
한라비발디,36.627918,127.514217
국제테니스장,36.628986,127.512083
동주초등학교,36.6312,127.510527
장자마을현대아파트,36.632743,127.509117
장자마을5단지아파트,36.631074,127.506641
청주동중학교,36.627063,127.50483
금천동,36.625072,127.503655
금천동주민센터,36.624764,127.500018
일신여고,36.626851,127.495511
육거리.산림조합,36.629662,127.491075
도청,36.634189,127.490793
지하상가,36.636837,127.488542
사직사거리.시립미술관,36.635986,127.477933
청주체육관,36.635331,127.474135
시계탑,36.635288,127.468149
중앙여고.사창시장,36.635344,127.46428
사창사거리,36.633865,127.460754
청주고등학교,36.634582,127.456789
충북대학교입구,36.634419,127.454088
산업단지입구,36.634109,127.4489
서원초등학교,36.633239,127.443022
복대가경시장,36.630238,127.441
가경세원3차아파트,36.627922,127.438183
시외버스터미널,36.625579,127.431565
충북선거관리위원회,36.632239,127.426081
삼일아파트,36.633963,127.42434
비하.새동네,36.637567,127.423121
부모산.연화사,36.639393,127.422715
효성아파트,36.641544,127.422535
롯데쇼핑몰,36.644113,127.422775
지동1구,36.646515,127.415235
지서,36.647059,127.410358
지동2구,36.646156,127.402124
마래마을,36.645675,127.398597
서촌동,36.64572,127.395237
청주역,36.64659,127.393998
서촌동,36.649257,127.396021
신촌,36.652601,127.391329
양성소,36.656114,127.386405
옥산교,36.656937,127.385203
충북희망원,36.660164,127.380942
형제빌라,36.66328,127.376848
화인아파트,36.667374,127.384445
가락1리,36.67001,127.388502
가락리,36.671864,127.391141
국사2리,36.678497,127.398397
소로1리 벌터,36.371941,126.921693
소로2리.서번,36.685432,127.408507
남촌리,36.695117,127.419693
오창산업단지입구,36.691797,127.415287
환경사업소,36.694511,127.41287
스템코,36.698829,127.40826
린텍코리아,36.703863,127.411103
포커스전자,36.699814,127.421791
각리초등학교,36.705969,127.426606
우림루미아트정문,36.709384,127.429967
오창프라자,36.710936,127.428208
우림필요1차아파트,36.709196,127.427018
코아루아파트후문,36.707958,127.425448
각리초등학교후문,36.706879,127.422878
대우이안아파트,36.707385,127.419789
쌍용스윗닷홈,36.708646,127.418037
구룡리,36.710296,127.417107
오창호수공원,36.715364,127.42321
양청리,36.717093,127.426714
홈플러스앞,36.713709,127.428942
양청지하보도,36.714639,127.429233
충북테크노파크,36.719389,127.428743
오창과학단지종점,36.724932,127.435991
